theta_a,theta_f,coverage,correctness,product,f1,false_alarm_pct,accuracy,refused
0.3,0.6900000000000001,0.8502314814814815,0.5382521099918323,0.4576388888888889,0.3614457831325301,33.645833333333336,53.82521099918323,647
0.36000000000000004,0.7900000000000001,0.8273148148148148,0.5531617235590375,0.4576388888888889,0.33706932337069323,28.993055555555557,55.316172355903745,746
0.39,0.8300000000000002,0.8162037037037037,0.5606920022688598,0.4576388888888888,0.3268144285093438,26.52777777777778,56.06920022688598,794
0.38,0.8200000000000002,0.8185185185185185,0.5588235294117647,0.45740740740740743,0.33161953727506427,27.152777777777775,55.88235294117647,784
0.31,0.7100000000000001,0.84375,0.541838134430727,0.45717592592592593,0.35966257668711654,32.673611111111114,54.1838134430727,675
0.25,0.6,0.86875,0.5259792166266987,0.4569444444444445,0.3760084180989127,37.604166666666664,52.59792166266987,567
0.37,0.8100000000000002,0.8208333333333333,0.55668358714044,0.4569444444444445,0.33276740237691005,27.743055555555557,55.668358714044,774
0.33,0.7500000000000001,0.8361111111111111,0.5465116279069767,0.45694444444444443,0.3530805687203792,30.9375,54.65116279069767,708
0.27,0.65,0.8578703703703704,0.532379924446843,0.45671296296296304,0.370504903741373,35.520833333333336,53.2379924446843,614
0.26,0.63,0.8604166666666667,0.5308044121603444,0.456712962962963,0.37446197991391683,36.18055555555556,53.08044121603444,603
0.28,0.67,0.8543981481481482,0.5342725548631807,0.4564814814814815,0.36638407666789535,34.89583333333333,53.42725548631807,629
0.35000000000000003,0.7800000000000001,0.8289351851851852,0.550684166433957,0.4564814814814815,0.34084391642769357,29.54861111111111,55.0684166433957,739
0.3,0.7000000000000001,0.8458333333333333,0.5391351943076081,0.45601851851851855,0.35969581749049423,33.229166666666664,53.913519430760815,666
0.25,0.61,0.8648148148148148,0.5273019271948608,0.4560185185185185,0.3759717314487633,37.15277777777778,52.73019271948608,584
0.27,0.66,0.8560185185185185,0.5327203893996755,0.4560185185185185,0.36980306345733044,35.34722222222222,53.272038939967544,622
0.32,0.7400000000000001,0.8344907407407407,0.5464632454923717,0.4560185185185185,0.35604568727845615,31.25,54.64632454923717,715
0.34,0.7700000000000001,0.8317129629629629,0.5482883384358475,0.4560185185185185,0.3447719014937424,30.138888888888886,54.828833843584746,727
0.31,0.7200000000000001,0.8393518518518519,0.5430226144511858,0.45578703703703705,0.3584978706929926,32.22222222222222,54.30226144511858,694
0.36000000000000004,0.8000000000000002,0.8210648148148149,0.5551170002819283,0.45578703703703705,0.33529907329401853,28.333333333333332,55.511700028192834,773
0.37,0.8200000000000002,0.8157407407407408,0.5587400681044268,0.45578703703703705,0.3323314727350794,27.152777777777775,55.87400681044268,796
